study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	base_count	experiment_title	study_title	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_galaxy	sample_alias	sample_title
PRJEB6609	SAMEA2619789	ERS488516	ERX1782307	ERR1712184	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	34629244	6188032640	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AVPAOSW_4_C179JACXX.IND1	2859503198;2536305554	5c85210bc994f8d622b3a1e0fa266618;a121b87634cebdd9ef10e6f7a5b2b04d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712184/ERR1712184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712184/ERR1712184_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVPAOSW_4_1_C179JACXX.IND1_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVPAOSW_4_2_C179JACXX.IND1_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVPAOSW_4_1_C179JACXX.IND1_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVPAOSW_4_2_C179JACXX.IND1_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712184	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712184		TARA_A100000398	TARA_20091123T1352Z_025_EVENT_PUMP_P_D_(50 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000398
PRJEB6609	SAMEA2619675	ERS488338	ERX1782295	ERR1712185	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	171859934	32457642141	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AVAAOSW_5_C1K22ACXX.IND3	14557629222;14559124626	cc7bb12d83480936a1342fae30f09dc2;3343b8364b4b59f0041dcf71e93ff095	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712185/ERR1712185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712185/ERR1712185_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVAAOSW_5_1_C1K22ACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVAAOSW_5_2_C1K22ACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVAAOSW_5_1_C1K22ACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVAAOSW_5_2_C1K22ACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712185	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712185		TARA_A100000595	TARA_20091102T0813Z_018_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000595
PRJEB6609	SAMEA2657101	ERS490626	ERX1782470	ERR1712186	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	49397952	8620403366	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AIRAOSW_3_C0UVLACXX.IND2	4003990792;3670416592	09f87b134e332a1d495d76d77b8a9b2d;a2c5d662b6496748e6f3f79b24be4467	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712186/ERR1712186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712186/ERR1712186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIRAOSW_3_1_C0UVLACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIRAOSW_3_2_C0UVLACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIRAOSW_3_1_C0UVLACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIRAOSW_3_2_C0UVLACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712186	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712186		TARA_N000000868	TARA_20101016T1953Z_076_EVENT_NET_N1_D_(150 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000868
PRJEB6609	SAMEA2730799	ERS489481	ERX1782346	ERR1712187	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	142307948	25212117665	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CMPAOSW_8_D2GBHACXX.IND20	12256551293;11248052379	0ef6c578761b1c1527b086cb5942f971;af0be6df17825246110acf9765f2c545	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712187/ERR1712187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712187/ERR1712187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMPAOSW_8_1_D2GBHACXX.IND20_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMPAOSW_8_2_D2GBHACXX.IND20_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMPAOSW_8_1_D2GBHACXX.IND20_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMPAOSW_8_2_D2GBHACXX.IND20_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712187	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712187		TARA_N000000185	TARA_20100511T0723Z_051_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000185
PRJEB6609	SAMEA2620581	ERS489596	ERX1782224	ERR1712188	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	118461221	19801282939	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_BABAOSW_6_C1CMRACXX.IND2	9514342307;8211429576	2751f682f7e406ef831b83d08bea18df;cf27fdbf126ae2231dbd00719111ab01	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712188/ERR1712188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712188/ERR1712188_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BABAOSW_6_1_C1CMRACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BABAOSW_6_2_C1CMRACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BABAOSW_6_1_C1CMRACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BABAOSW_6_2_C1CMRACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712188	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712188		TARA_N000000600	TARA_20100517T1142Z_052_EVENT_PUMP_P_D_(75 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000600
PRJEB6609	SAMEA2657050	ERS489336	ERX1782433	ERR1712189	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	110963991	18564797141	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ARXAOSW_1_C1K3MACXX.IND3	7997002846;6629683354	d30789fdf71d218d56894060743f27e0;dce3be8744447ace28d3984398df37a1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712189/ERR1712189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712189/ERR1712189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ARXAOSW_1_1_C1K3MACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ARXAOSW_1_2_C1K3MACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ARXAOSW_1_1_C1K3MACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ARXAOSW_1_2_C1K3MACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1712189	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1712189		TARA_N000000115	TARA_20100419T1147Z_048_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000115
PRJEB6609	SAMEA2657100	ERS490503	ERX1782460	ERR1712190	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	135300597	22996134624	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ASBAOSW_3_C1J54ACXX.IND6	10424770731;9608790608	7922acac7d40b6dd775c95833bceb0ad;890c6d03ae074bf49289601a3b356b18	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712190/ERR1712190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712190/ERR1712190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ASBAOSW_3_1_C1J54ACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ASBAOSW_3_2_C1J54ACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ASBAOSW_3_1_C1J54ACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ASBAOSW_3_2_C1J54ACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712190	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712190		TARA_N000000837	TARA_20101005T1828Z_072_EVENT_NET_N1_D_(100 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000837
PRJEB6609	SAMEA2621475	ERS490982	ERX1782163	ERR1712191	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	5285581	960912370	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CMTAOSW_5_662YVAAXX.IND23	407865012;389252805	99aeabfdb0d6acab11b6c05f6253850a;ce71d17e2dabd99d0e494865dfa07d60	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712191/ERR1712191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712191/ERR1712191_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMTAOSW_5_1_662YVAAXX.IND23_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMTAOSW_5_2_662YVAAXX.IND23_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMTAOSW_5_1_662YVAAXX.IND23_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMTAOSW_5_2_662YVAAXX.IND23_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1712191	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1712191		TARA_N000001377	TARA_20101216T1158Z_083_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001377
PRJEB6609	SAMEA2620961	ERS490174	ERX1782279	ERR1712192	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	126945946	22681017070	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AIIAOSW_1_C1J54ACXX.IND8	10214880744;9634820718	4c5cd3623c6751224a90124ec7613ddb;f2ed08e59bea0e27a5e4573cb931bd23	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712192/ERR1712192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712192/ERR1712192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIIAOSW_1_1_C1J54ACXX.IND8_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIIAOSW_1_2_C1J54ACXX.IND8_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIIAOSW_1_1_C1J54ACXX.IND8_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AIIAOSW_1_2_C1J54ACXX.IND8_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712192	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712192		TARA_N000000791	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000791
PRJEB6609	SAMEA2623204	ERS493517	ERX1782197	ERR1712193	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	137769290	23993243520	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_BFRAOSW_2_C2FGAACXX.IND8	11212755890;9884629595	169e37a7c8c0e343c797825fa888c402;75c601e36c2214532daaeaddba17ba8b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712193/ERR1712193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712193/ERR1712193_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BFRAOSW_2_1_C2FGAACXX.IND8_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BFRAOSW_2_2_C2FGAACXX.IND8_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BFRAOSW_2_1_C2FGAACXX.IND8_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BFRAOSW_2_2_C2FGAACXX.IND8_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712193	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712193		TARA_N000002464	TARA_20111023T1424Z_135_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002464
PRJEB6609	SAMEA2657104	ERS490915	ERX1782474	ERR1712194	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	143642620	25615122075	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AQTAOSW_2_C18DJACXX.IND3	12013869116;10647546048	51685d7db4863e1a0142a66335c23617;185da3ad128bab45dcfc57d87f351844	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712194/ERR1712194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712194/ERR1712194_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AQTAOSW_2_1_C18DJACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AQTAOSW_2_2_C18DJACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AQTAOSW_2_1_C18DJACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AQTAOSW_2_2_C18DJACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712194	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712194		TARA_N000001390	TARA_20101206T1323Z_082_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000001390
PRJEB6609	SAMEA2621544	ERS491103	ERX1782390	ERR1712195	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	43615603	8145117591	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_BBCAOSW_7_C18MVACXX.IND6	3604508561;3297916390	762274da23ee4ada2e51b07564b5232c;48eeaaf3ba079fc244b4bfd292b6bdba	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712195/ERR1712195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712195/ERR1712195_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BBCAOSW_7_1_C18MVACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BBCAOSW_7_2_C18MVACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BBCAOSW_7_1_C18MVACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BBCAOSW_7_2_C18MVACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712195	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712195		TARA_N000001030	TARA_20110106T1936Z_085_Combined-EVENTS_CAST_MB_D_(90 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001030
PRJEB6609	SAMEA2620089	ERS488924	ERX1782180	ERR1712196	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	131444933	23194516105	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ALFAOSW_2_C2FHFACXX.IND1	10936461115;9942911034	a3b5cd433e7bc67e58f3834203dc4cce;d690dba485fc57204a91ee4881c2aec7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712196/ERR1712196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712196/ERR1712196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALFAOSW_2_1_C2FHFACXX.IND1_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALFAOSW_2_2_C2FHFACXX.IND1_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALFAOSW_2_1_C2FHFACXX.IND1_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALFAOSW_2_2_C2FHFACXX.IND1_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712196	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712196		TARA_N000000007	TARA_20100318T1133Z_039_EVENT_PUMP_P_D_(25 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000007
PRJEB6609	SAMEA2657094	ERS492662	ERX1782172	ERR1712197	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	152899474	27558984482	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ACBAOSW_3_D1E40ACXX.IND6	10615798673;10816128054	2c79e536c21c3cfdb71db70a44f4210a;53a550069555faed6c0a37e55843f293	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712197/ERR1712197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712197/ERR1712197_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ACBAOSW_3_1_D1E40ACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ACBAOSW_3_2_D1E40ACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ACBAOSW_3_1_D1E40ACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ACBAOSW_3_2_D1E40ACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712197	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712197		TARA_N000001941	TARA_20110726T2330Z_122_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001941
PRJEB6609	SAMEA2730863	ERS489314	ERX1782152	ERR1712198	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	151031019	27548402449	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CHDAOSW_2_D2GBHACXX.IND9	11429228833;10799827339	da12e2e7dbde2b8efd97388bd677820d;3085718762a127cdedb168226444d59b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712198/ERR1712198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712198/ERR1712198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CHDAOSW_2_1_D2GBHACXX.IND9_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CHDAOSW_2_2_D2GBHACXX.IND9_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CHDAOSW_2_1_D2GBHACXX.IND9_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CHDAOSW_2_2_D2GBHACXX.IND9_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712198	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712198		TARA_N000000284	TARA_20100416T0504Z_047_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000284
PRJEB6609	SAMEA2620556	ERS489543	ERX1782204	ERR1712199	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	32833727	5802249698	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_BAFAOSW_8_C179JACXX.IND10	2826374713;2611696661	7b30cf3b8acba11b439c51045dabc8e2;1e37bba837255d81acbfaeb505f4ac62	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712199/ERR1712199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712199/ERR1712199_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BAFAOSW_8_1_C179JACXX.IND10_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BAFAOSW_8_2_C179JACXX.IND10_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BAFAOSW_8_1_C179JACXX.IND10_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BAFAOSW_8_2_C179JACXX.IND10_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1712199	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1712199		TARA_N000000598	TARA_20100517T0410Z_052_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000598
PRJEB6609	SAMEA2657011	ERS488134	ERX1782473	ERR1712200	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	121335587	20590352081	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ATHAOSW_6_D2GDMACXX.IND3	9609033203;8288288599	7a766944d307d723fbfcb8bd783cf3f6;ee572ee3de49264f7574977a83f125e0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712200/ERR1712200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712200/ERR1712200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATHAOSW_6_1_D2GDMACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATHAOSW_6_2_D2GDMACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATHAOSW_6_1_D2GDMACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATHAOSW_6_2_D2GDMACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712200	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712200		TARA_X000001006	TARA_20090928T1508Z_009_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_X000001006
