study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	base_count	experiment_title	study_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_galaxy	sample_alias	sample_title
PRJEB4352	SAMEA2621280	ERS490699	ERX1809867	ERR1740324	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	54780218	10816213802	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AQAIOSF_8_C7T09ACXX.IND10	run_AHX_AQAIOSF_8_C7T09ACXX.IND10	3630183959;3604700191	b7ad6d1af749b3085b2ce325cebd0927;cc7f22f7b283635b456152678cf0eb50	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/004/ERR1740324/ERR1740324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/004/ERR1740324/ERR1740324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768244/fastq/AHX_AQAIOSF_8_1_C7T09ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768244/fastq/AHX_AQAIOSF_8_2_C7T09ACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768244/fastq/AHX_AQAIOSF_8_1_C7T09ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768244/fastq/AHX_AQAIOSF_8_2_C7T09ACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/004/ERR1740324	ftp.sra.ebi.ac.uk/vol1/err/ERR174/004/ERR1740324		TARA_N000000618	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_MB_D_(120 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000618
PRJEB4352	SAMEA2621496	ERS491010	ERX1809868	ERR1740325	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	34150471	6775156958	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ATTIOSF_2_C7RY5ACXX.IND6	run_AHX_ATTIOSF_2_C7RY5ACXX.IND6	2183060736;2160124591	b5cad85d486f3f41b99e2cde2a98f79a;12c2bfc865c0072154a87a2009745fdf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1740325/ERR1740325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1740325/ERR1740325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768244/fastq/AHX_ATTIOSF_2_1_C7RY5ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768244/fastq/AHX_ATTIOSF_2_2_C7RY5ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768244/fastq/AHX_ATTIOSF_2_1_C7RY5ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768244/fastq/AHX_ATTIOSF_2_2_C7RY5ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/005/ERR1740325	ftp.sra.ebi.ac.uk/vol1/err/ERR174/005/ERR1740325		TARA_N000001006	TARA_20110103T1105Z_084_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001006
PRJEB4352	SAMEA2621208	ERS490552	ERX1809866	ERR1740326	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	80433555	15855182593	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AMVIOSF_5_C7T36ACXX.IND9	run_AHX_AMVIOSF_5_C7T36ACXX.IND9	5211510506;5208815633	a6eb87ec0ab440ab42952425e8bc4259;0345ed62f0df2d9fb5500548c8bae703	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/006/ERR1740326/ERR1740326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/006/ERR1740326/ERR1740326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768244/fastq/AHX_AMVIOSF_5_1_C7T36ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768244/fastq/AHX_AMVIOSF_5_2_C7T36ACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768244/fastq/AHX_AMVIOSF_5_1_C7T36ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768244/fastq/AHX_AMVIOSF_5_2_C7T36ACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/006/ERR1740326	ftp.sra.ebi.ac.uk/vol1/err/ERR174/006/ERR1740326		TARA_N000000852	TARA_20101016T0955Z_076_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000852
PRJEB4352	SAMEA2656966	ERS491086	ERX1809870	ERR1740327	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	55801392	10742813639	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AVAAOSF_6_C7T09ACXX.IND12	run_AHX_AVAAOSF_6_C7T09ACXX.IND12	2526680645;2472136880	6385b42e184407a14a9f54ba0ae0e8ca;09abee336cf1824c333044ae881a1375	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/007/ERR1740327/ERR1740327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/007/ERR1740327/ERR1740327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768245/fastq/AHX_AVAAOSF_6_1_C7T09ACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768245/fastq/AHX_AVAAOSF_6_2_C7T09ACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768245/fastq/AHX_AVAAOSF_6_1_C7T09ACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768245/fastq/AHX_AVAAOSF_6_2_C7T09ACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/007/ERR1740327	ftp.sra.ebi.ac.uk/vol1/err/ERR174/007/ERR1740327		TARA_N000001034	TARA_20110106T1857Z_085_EVENT_NET_N1_D_(90 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000001034
PRJEB4352	SAMEA2620870	ERS490044	ERX1809869	ERR1740328	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	56278221	11218443523	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ALHAOSF_8_C7T36ACXX.IND8	run_AHX_ALHAOSF_8_C7T36ACXX.IND8	3547820877;3549025073	5c711726d8fcb28fb9e4644a93c61ea1;684d91e67c653d359e132d01a21977b2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/008/ERR1740328/ERR1740328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/008/ERR1740328/ERR1740328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768245/fastq/AHX_ALHAOSF_8_1_C7T36ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768245/fastq/AHX_ALHAOSF_8_2_C7T36ACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768245/fastq/AHX_ALHAOSF_8_1_C7T36ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA768/ERA768245/fastq/AHX_ALHAOSF_8_2_C7T36ACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/008/ERR1740328	ftp.sra.ebi.ac.uk/vol1/err/ERR174/008/ERR1740328		TARA_N000000959	TARA_20100712T0559Z_065_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000959
PRJEB4352	SAMEA2189665	ERS327852	ERX288843	ERR315673	408172	marine metagenome	454 GS FLX Titanium	SINGLE	243874	132275549	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_1.GAC.AHX_AAGOTS_GMECL9K01	run_1.GAC.AHX_AAGOTS_GMECL9K01	57428302	84fdee63e71c1a892b9b240d81ceebe3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315673/ERR315673.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GMECL9K01.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GMECL9K01.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315673	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315673		sample_AHX_408172_7SUR1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189672	ERS327859	ERX288834	ERR315674	408172	marine metagenome	454 GS FLX Titanium	PAIRED	184744	75162612	454 GS FLX Titanium paired end sequencing; Marine metagenome Titanium Mate-pair	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.TCA.AHX_AAAOTA_GFPLOTC02	run_2.TCA.AHX_AAAOTA_GFPLOTC02	11000518;14658306;17875732	aaf912fb3e1140ad922d173b1bd74b72;80557f06eb3c7d2e55bec14dc7e4333d;37cb2bc5f76ae2a23785057d9fc910b8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315674/ERR315674.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315674/ERR315674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315674/ERR315674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAAOTA_GFPLOTC02.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAAOTA_GFPLOTC02.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315674	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315674		sample_AHX_408172_7DCM1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189665	ERS327852	ERX288838	ERR315675	408172	marine metagenome	454 GS FLX Titanium	SINGLE	633582	351657300	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AAGOTS_GO4O91V02	run_2.GAC.AHX_AAGOTS_GO4O91V02	150062864	63693cbb2adb03bc78ad37c695d6f05b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315675/ERR315675.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GO4O91V02.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GO4O91V02.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315675	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315675		sample_AHX_408172_7SUR1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189670	ERS327857	ERX288841	ERR315676	408172	marine metagenome	454 GS FLX Titanium	SINGLE	232227	124102090	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_1.GAC.AHX_AAEOTS_GIJRCIR01	run_1.GAC.AHX_AAEOTS_GIJRCIR01	61658579	0ba549f646eeddaf28cfe31d4b8180d9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315676/ERR315676.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAEOTS_GIJRCIR01.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAEOTS_GIJRCIR01.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315676	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315676		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189670	ERS327857	ERX288826	ERR315677	408172	marine metagenome	454 GS FLX Titanium	SINGLE	242409	131053457	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AAEOTS_GIJRCIR02	run_2.GAC.AHX_AAEOTS_GIJRCIR02	59478241	3d07b62c670d7f323551c24ec05927bf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315677/ERR315677.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAEOTS_GIJRCIR02.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAEOTS_GIJRCIR02.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315677	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315677		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189671	ERS327858	ERX288842	ERR315678	408172	marine metagenome	454 GS FLX Titanium	SINGLE	628061	340956375	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_1.GAC.AHX_AAHOTS_GHTUOWP01	run_1.GAC.AHX_AAHOTS_GHTUOWP01	168468275	b5f63e57afbb739f1d48327038a6e00f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315678/ERR315678.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAHOTS_GHTUOWP01.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAHOTS_GHTUOWP01.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315678	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315678		sample_AHX_408172_7SUR1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189667	ERS327854	ERX288831	ERR315679	408172	marine metagenome	454 GS FLX Titanium	SINGLE	237226	127475405	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_4.GAC.AHX_AACOTS_GF0OIWM04	run_4.GAC.AHX_AACOTS_GF0OIWM04	60621918	c286f0b2954ce570f696b64c014efc22	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315679/ERR315679.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AACOTS_GF0OIWM04.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AACOTS_GF0OIWM04.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315679	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315679		sample_AHX_408172_7DCM1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189665	ERS327852	ERX288822	ERR315680	408172	marine metagenome	454 GS FLX Titanium	SINGLE	375847	197834143	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AAGOTS_GHY2H1O02	run_2.GAC.AHX_AAGOTS_GHY2H1O02	88614926	483fa8d8de393aabeba7630fb36dd22a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315680/ERR315680.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GHY2H1O02.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GHY2H1O02.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315680	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315680		sample_AHX_408172_7SUR1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189665	ERS327852	ERX288837	ERR315681	408172	marine metagenome	454 GS FLX Titanium	SINGLE	377247	197742997	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_1.GAC.AHX_AAGOTS_GHY2H1O01	run_1.GAC.AHX_AAGOTS_GHY2H1O01	92990594	3102431c5c9f2adb78f3344f70cba6ed	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315681/ERR315681.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GHY2H1O01.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GHY2H1O01.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315681	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315681		sample_AHX_408172_7SUR1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189665	ERS327852	ERX288827	ERR315682	408172	marine metagenome	454 GS FLX Titanium	SINGLE	34715	19394957	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_8.GAC.AHX_AAGOTS_GIQV5A308	run_8.GAC.AHX_AAGOTS_GIQV5A308	7176953	942feb402c4f5d1d4d898d3070dc0e80	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315682/ERR315682.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GIQV5A308.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GIQV5A308.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315682	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315682		sample_AHX_408172_7SUR1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189667	ERS327854	ERX288829	ERR315683	408172	marine metagenome	454 GS FLX Titanium	SINGLE	210931	183415486	454 GS FLX Titanium sequencing; Marine metagenome Titanium LR Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AACOKS_GJG1U1Y02	run_2.GAC.AHX_AACOKS_GJG1U1Y02	71247235	0dd1055912c553ae2564dd064f3dcc86	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315683/ERR315683.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AACOKS_GJG1U1Y02.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AACOKS_GJG1U1Y02.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315683	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315683		sample_AHX_408172_7DCM1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189665	ERS327852	ERX288833	ERR315684	408172	marine metagenome	454 GS FLX Titanium	SINGLE	35359	19555790	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_7.GAC.AHX_AAGOTS_GIQV5A307	run_7.GAC.AHX_AAGOTS_GIQV5A307	7299886	7a992193da563cafe36bffcd34599ca9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315684/ERR315684.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GIQV5A307.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GIQV5A307.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315684	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315684		sample_AHX_408172_7SUR1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189665	ERS327852	ERX288839	ERR315685	408172	marine metagenome	454 GS FLX Titanium	SINGLE	658015	362660419	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_1.GAC.AHX_AAGOTS_GOTMFZR01	run_1.GAC.AHX_AAGOTS_GOTMFZR01	159070374	b29707b4a7ddfb3bd614cb06fd86c42a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315685/ERR315685.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GOTMFZR01.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAGOTS_GOTMFZR01.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315685	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315685		sample_AHX_408172_7SUR1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189670	ERS327857	ERX288836	ERR315686	408172	marine metagenome	454 GS FLX Titanium	SINGLE	237744	125944410	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AAEOTS_GFU6U0Q02	run_2.GAC.AHX_AAEOTS_GFU6U0Q02	64126071	2fe704548fe0ee3ea0971a58e8ce8276	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315686/ERR315686.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAEOTS_GFU6U0Q02.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAEOTS_GFU6U0Q02.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315686	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315686		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189668	ERS327855	ERX288832	ERR315687	408172	marine metagenome	454 GS FLX Titanium	SINGLE	528217	270923030	454 GS FLX Titanium sequencing; Marine metagenome Titanium Multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AAKOTM_GJG0H8S02.RLMID12	run_2.GAC.AHX_AAKOTM_GJG0H8S02.RLMID12	131871569	38a2e026f7a110fbae86084f0b442c55	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315687/ERR315687.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAKOTM_GJG0H8S02.RLMID12.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAKOTM_GJG0H8S02.RLMID12.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315687	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315687		sample_AHX_408172_7SUR1MMQQ12	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189672	ERS327859	ERX288840	ERR315688	408172	marine metagenome	454 GS FLX Titanium	PAIRED	470247	187404854	454 GS FLX Titanium paired end sequencing; Marine metagenome Titanium Mate-pair	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_1.TCA.AHX_AAAOTA_GIB8WGT01	run_1.TCA.AHX_AAAOTA_GIB8WGT01	25510849;38207306;46884056	2f29bb87bdc3363112de4b500ad80e31;62697a769f0196430e18c0f942f6498c;af3bfcab10831ba51d1eef6190017090	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315688/ERR315688.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315688/ERR315688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315688/ERR315688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAAOTA_GIB8WGT01.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAAOTA_GIB8WGT01.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315688	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315688		sample_AHX_408172_7DCM1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189669	ERS327856	ERX288825	ERR315689	408172	marine metagenome	454 GS FLX Titanium	SINGLE	270296	151935214	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AADOTS_GGFQ8FC02	run_2.GAC.AHX_AADOTS_GGFQ8FC02	68410192	4aa02a5e1b21b84e8e75fb8cd966c189	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315689/ERR315689.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AADOTS_GGFQ8FC02.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AADOTS_GGFQ8FC02.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315689	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315689		sample_AHX_408172_7DCM1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
PRJEB4352	SAMEA2189669	ERS327856	ERX288824	ERR315690	408172	marine metagenome	454 GS FLX Titanium	SINGLE	549189	308466097	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AADOTS_GIWOK7M02	run_2.GAC.AHX_AADOTS_GIWOK7M02	134205735	727c3bb333cad69208d532e50a093660	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315690/ERR315690.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AADOTS_GIWOK7M02.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AADOTS_GIWOK7M02.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315690	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315690		sample_AHX_408172_7DCM1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
